Judet;CIF Entitate Publica;Denumire Entitate Publica;Denumire UAT pe raza careia isi desfasoara activitatea;Adresa de corespondenta;CIF Ordonator  principal  de credite (1);Denumire ordonator  principal de credite (1);CIF Ordonator  principal  de credite (2);Denumire ordonator  principal de credite (2)
Bucuresti;4192936;SPITALUL PROFESOR DOCTOR CONSTANTIN ANGELESCU;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, ALEE CAUZASI, Numar 49-51, Bloc/Scara , Sector 3, Cod postal 30803;4265841;MINISTERUL JUSTITIEI;;
Bucuresti;4192952;Muzeul National de Istorie a Romaniei;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, CALE Victoriei, Numar 12, Bloc/Scara , Sector 3, Cod postal 30026;4192812;Ministerul Culturii;;
Bucuresti;4192960;Spitalul Clinic Coltea;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, BULEVARD I.C.Bratianu, Numar 1, Bloc/Scara , Sector 3, Cod postal 30171;4267117;Primaria Municipiului Bucuresti;;
Bucuresti;4192979;TEATRUL EVREIESC DE STAT;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, STRADA IULIU BARASCH, Numar 15, Bloc/Scara , Sector 3, Cod postal 30791;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4192987;LICEUL TEORETIC NICHITA STANESCU;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, STRADA Lucretiu Patrascanu, Numar 12, Bloc/Scara , Sector 3, Cod postal 30507;13729380;Ministerul Educatiei Nationale;4420465;Sectorul 3 al Municipiului Bucuresti
Bucuresti;4192995;INSTITUTUL DE ECONOMIE MONDIALA;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 SEPTEMBRIE, Numar 13, Bloc/Scara CASA ACADEMIEI, Sector 5, Cod postal 5071;4192472;ACADEMIA ROMANA;;
Bucuresti;4193044;UNITATEA MILITARA 02512 C BUCURESTI;Sectorul 4 al Municipiului Bucuresti;Bucuresti, Sectorul 4 al Municipiului Bucuresti, SOSEA OLTENITEI, Numar 225, Bloc/Scara , Sector 4, Cod postal 41309;11424532;UNITATEA MILITARA 02544 BUCURESTI;;
Bucuresti;4193060;SCOALA DE ARTA BUCURESTI;Sectorul 4 al Municipiului Bucuresti;Bucuresti, Sectorul 4 al Municipiului Bucuresti, STRADA Cuza Voda, Numar 100, Bloc/Scara , Sector 4, Cod postal 40286;4267117;Primaria Municipiului Bucuresti;;
Bucuresti;4193117;DIRECTIA GENERALA REGIONALA A FINANTELOR PUBLICE BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA DIMITRIE GEROTA, Numar 13, Bloc/Scara , Sector 2, Cod postal 20027;4221306;MINISTERUL FINANTELOR;;
Bucuresti;4193125;UNITATEA MILITARA NR. 02574;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA DRUMUL TABEREI, Numar 7B, Bloc/Scara , Sector 6, Cod postal 61418;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4193176;UNITATEA MILITARA 02210;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, BULEVARD GHENCEA, Numar 35 37, Bloc/Scara , Sector 6, Cod postal 61695;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4193184;UNITATEA MILITARA 01026;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, BULEVARD GENERAL VASILE MILEA, Numar 5-7, Bloc/Scara , Sector 6, Cod postal 32953;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4193222;INSPECTORATUL GENERAL AL PLITIE DE FRONTIERA;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, BULEVARD GENIULUI, Numar 42C, Bloc/Scara , Sector 6, Cod postal 60117;4267095;MINISTERUL AFACERILOR INTERNE;;
Bucuresti;4203490;SPITALUL CLINIC DR. I. CANTACUZINO;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA ION MOVILA, Numar 5-7, Bloc/Scara , Sector 2, Cod postal 70266;4267117;PRIMARIA GENERALA;;
Bucuresti;4203504;CLUBUL CENTRAL DE SAH BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA Otetari, Numar 2, Bloc/Scara , Sector 2, Cod postal 20978;26604620;Ministerul Tineretului si Sportului;;
Bucuresti;4203512;GRADINITA LICURICI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, BULEVARD DACIA, Numar 134, Bloc/Scara , Sector 2, Cod postal 20064;4204038;CONSILIUL LOCAL AL SECTORULUI 2;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4203563;INSPECTORATUL SCOLAR AL MUNICIPIULUI BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA ICOANEI, Numar 19, Bloc/Scara , Sector 2, Cod postal 20451;13729380;MINISTERUL EDUCATIEI SI CERCETARII;;
Bucuresti;4203610;LICEUL TEORETIC LUCIAN BLAGA;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA SOS PANTELIMON, Numar 355, Bloc/Scara , Sector 2, Cod postal 21624;4204038;PRIMARIA SECTOR 2;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4203628;INSTITUTUL DE URGENTA PENTRU BOLI CARDIOVASCULARE PROF. DR. C.C. ILIESCU;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA FUNDENI, Numar 258, Bloc/Scara , Sector 2, Cod postal 22328;4266456;MINISTERUL SANATATII;;
Bucuresti;4203636;LICEUL TEHNOLOGIC NIKOLA TESLA;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA PANTELIMON, Numar 25, Bloc/Scara , Sector 2, Cod postal 21591;4204038;SECTOR 2 AL MUNICIPIULUI BUCURESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4203644;INSTITUTUL DE IGIENA SI SANATATE PUBLICA VETERINARA;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA CAMPUL MOSILOR, Numar 5, Bloc/Scara , Sector 2, Cod postal 21201;16277408;AUTORITATEA NATIONALA SANITARA VETERINARA SI PENTRU SIGURANTA;;
Bucuresti;4203709;INSTITUTUL ONCOLOGIC PROF.DR.ALEXANDRU TRESTIOREANU BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA FUNDENI, Numar 252, Bloc/Scara -, Sector 2, Cod postal 22328;4266456;Ministerul Sanatatii;;
Bucuresti;4203717;GRADINITA NR.138;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA TUNARI, Numar 52, Bloc/Scara , Sector 2, Cod postal 20525;4204038;CONSILIUL LOCAL AL SECTORULUI 2;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4203725;COLEGIUL NATIONAL CANTEMIR VODA;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA VIITORULUI, Numar 60, Bloc/Scara , Sector , Cod postal 20605;4204038;PRIMARIA SECTOR 2;13729380;MINISTERUL EDUCATIE NATIONALE
Bucuresti;4203865;COLEGIUL NATIONAL BILINGV GEORGE COSBUC;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA OLARI, Numar 29-31, Bloc/Scara , Sector 2, Cod postal 24056;4204038;SECTORUL 2 AL MUNICIPIULUI BUCURESTI;13729380;MINISTEUL EDUCATIEI SI CERCETARII
Bucuresti;4203873;CIRCUL METROPOLITAN BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, ALEE CIRCULUI, Numar 15, Bloc/Scara , Sector 2, Cod postal 21103;4267117;CONSILIUL GENERAL AL MUNICIPIULUI BUCURESTI;;
Bucuresti;4203881;SPITALUL CLINIC DE URGENTA SF. PANTELIMON;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA PANTELIMON, Numar 340-342, Bloc/Scara , Sector 2, Cod postal 33094;4266456;MINISTERUL SANATATII;;
Bucuresti;4203890;COMPLEXUL  SPORTIV NATIONAL  LIA MANOLIU;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, BULEVARD BD BASARABIA, Numar 37-39, Bloc/Scara , Sector 2, Cod postal 22103;26604620;MINISTERUL TINERETULUI SI SPORTULUI;;
Bucuresti;4203911;Spitalul de Pneumoftiziologie Sf. Stefan;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA Stefan cel Mare, Numar 11, Bloc/Scara , Sector 2, Cod postal 20122;4267117;Primaria Municipiului Bucuresti;;
Bucuresti;4203920;LICEUL TEORETIC C.A.ROSETTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA STRADA GIUSEPPE GARIBALDI, Numar 11, Bloc/Scara , Sector 2, Cod postal 20222;4204038;SECTORUL 2 AL MUNICIPIULUI BUCURESTI;13729380;MINISTERUL EDUCATIEI SI CECETARII
Bucuresti;4203938;SPITAL CLINIC NICOLAE MALAXA;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA VERGULUI, Numar 12, Bloc/Scara , Sector 2, Cod postal 22448;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4203946;COLEGIUL NATIONAL SCOALA CENTRALA;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA ICOANEI, Numar 3-5, Bloc/Scara , Sector 2, Cod postal 20456;4204038;PRIMARIA SECTOR 2;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4203997;UNITATEA MILITARA 0276;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA BANU DUMITRACHE, Numar 46, Bloc/Scara , Sector 2, Cod postal 23765;4267095;MINISTERUL AFACERILOR INTERNE;;
Bucuresti;4204003;INSTITUTUL CLINIC FUNDENI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA FUNDENI, Numar 258, Bloc/Scara , Sector 2, Cod postal 22328;4266456;MINISTERUL SANATATII;;
Bucuresti;4204038;SECTORUL 2 AL MUNICIPIULUI BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA CHIRISTIGIILOR, Numar 11-13, Bloc/Scara , Sector 2, Cod postal 221121;;;;
Bucuresti;4204070;GRADINITA NR.234;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA INTRAREA PONTONULUI, Numar 1-5, Bloc/Scara , Sector 2, Cod postal 23713;4204038;CONSILIUL LOCAL AL SECTORULUI 2;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4204151;Institutul National de Diabet Nutritie si Boli Metabolice Prof.Dr.N.Paulescu;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA Ion Movila, Numar 5-7, Bloc/Scara , Sector 2, Cod postal 20475;4266456;Ministerul Sanatatii;;
Bucuresti;4204160;SCOALA PROFESIONALA SPECIALA NUMARUL 3;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA MARCEL IANCU, Numar 7, Bloc/Scara , Sector 2, Cod postal 20757;4204038;PRIMARIA SECTORULUI 2;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4204178;Spitalul Clinic de urgenta Sf. Ioan;Sectorul 4 al Municipiului Bucuresti;Bucuresti, Sectorul 4 al Municipiului Bucuresti, SOSEA Sos. Vitan Barzesti, Numar 13, Bloc/Scara , Sector 4, Cod postal 4212;4266456;Ministerul Sanatatii;;
Bucuresti;4204208;UNITATEA MILITARA 0466 BUCURESTI;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, BULEVARD THEODOR PALLADY, Numar 287, Bloc/Scara , Sector 3, Cod postal 32258;4204291;SERVICIUL ROMAN DE INFORMATII;;
Bucuresti;4204224;UNITATEA MILITARA 0461 BUCURESTI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA JANDARMERIEI, Numar 2, Bloc/Scara , Sector 1, Cod postal 13893;4204291;Serviciul Roman de Informatii;;
Bucuresti;4204259;INSTITUTUL PENTRU TEHNOLOGII AVANSATE;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA DINU VINTILA, Numar 10, Bloc/Scara -, Sector 2, Cod postal 21101;4204291;SERVICIUL ROMAN DE INFORMATII;;
Bucuresti;4204267;UNITATEA MILITARA 0418 BUCURESTI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, SOSEA ODAI, Numar 20, Bloc/Scara , Sector 1, Cod postal 13601;4204291;SERVICIUL ROMAN DE INFORMATII;;
Bucuresti;4204283;UNITATEA MILITARA NR. 0502;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA Logofatul Luca Stroici, Numar 32, Bloc/Scara -, Sector 2, Cod postal 20588;4204291;Serviciul Roman de Informatii;;
Bucuresti;4204291;SERVICIUL ROMAN DE INFORMATII;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, STRADA FRANCEZA, Numar 48-50, Bloc/Scara , Sector 3, Cod postal 5266666666;;;;
Bucuresti;4204348;COLEGIUL ECONOMIC COSTIN C. KIRITESCU;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA PESTERA DAMBOVICOARA, Numar 12, Bloc/Scara , Sector 6, Cod postal 60925;4340730;Primaria Sector 6;13729380;Ministerul Educatiei Nationale
Bucuresti;4220955;TEATRUL LUCIA STURDZA BULANDRA;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA SCHITU MAGUREANU, Numar 1, Bloc/Scara , Sector 5, Cod postal 50025;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4220980;Institutul de Sociologie;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE Calea 13 Septembrie, Numar 13, Bloc/Scara , Sector 5, Cod postal 70511;4192472;Academia Romana;;
Bucuresti;4221020;UNITATEA MILITARA 02180;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA ANTIAERIANA, Numar 4-6, Bloc/Scara , Sector 5, Cod postal 51011;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4221039;UNITATEA MILITARA 02472 BUCURESTI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA IZVOR, Numar 9-11, Bloc/Scara , Sector 5, Cod postal 70642;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4221063;UNITATEA MILITARA NR.02515F;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA IZVOR, Numar 110, Bloc/Scara , Sector 5, Cod postal 50561;11424532;MINISTERUL APARARI NATIONALE;;
Bucuresti;4221071;CENTRUL DE CHIMIE ORGANICA;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, SPLAI Independentei, Numar 202B, Bloc/Scara , Sector 6, Cod postal 60023;4192472;ACADEMIA ROMANA;;
Bucuresti;4221098;UNITATEA MILITARA 02526;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA CONSTANTIN MILLE, Numar 6, Bloc/Scara , Sector 1, Cod postal 10142;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4221101;UNITATEA MILITARA 02296;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, BULEVARD IULIU MANIU, Numar 7-9, Bloc/Scara , Sector 6, Cod postal 61071;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4221110;UNITATEA MILITARA 02605;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA DRUMUL TABEREI, Numar 7A, Bloc/Scara , Sector 6, Cod postal 61352;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4221128;UNITATEA MILITARA 01965 BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA FABRICA DE GLUCOZA, Numar 2-4, Bloc/Scara , Sector 2, Cod postal 20332;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4221152;TEATRUL DE COMEDIE;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, STRADA Sfantul Dumitru, Numar 2, Bloc/Scara , Sector 3, Cod postal 30079;4267117;Primarul General al Municipiului Bucuresti;;
Bucuresti;4221160;DIRECTIA GENERALA DE POLITIE A MUNICIPIULUI BUCURESTI;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, CALE CALEA VICTORIEI, Numar 17, Bloc/Scara , Sector 3, Cod postal 98;4267095;MINISTERUL AFACERILOR INTERNE;;
Bucuresti;4221187;Ministerul Agriculturii si Dezvoltarii Rurale;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, BULEVARD CAROL I, Numar 24, Bloc/Scara , Sector 3, Cod postal 20921;;;;
Bucuresti;4221209;INSTITUTUL DE VIRUSOLOGIE STEFAN S NICOLAU;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, SOSEA MIHAI BRAVU, Numar 285, Bloc/Scara , Sector 3, Cod postal 30304;4192472;ACADEMIA ROMANA;;
Bucuresti;4221217;MUZEUL MUNICIPIULUI BUCURESTI;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, BULEVARD BD.I.C. BRATIANU, Numar 2, Bloc/Scara , Sector 3, Cod postal 30174;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4221268;PALATUL  NATIONAL AL COPIILOR;Sectorul 4 al Municipiului Bucuresti;Bucuresti, Sectorul 4 al Municipiului Bucuresti, BULEVARD TINERETULUI, Numar 8-10, Bloc/Scara , Sector 4, Cod postal 40353;13729380;MINISTERUL EDUCATIEI SI CERCETARII;;
Bucuresti;4221276;DIRECTIA PENTRU CULTURA A MUNICIPIULUI BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA SFANTUL STEFAN, Numar 3, Bloc/Scara , Sector 2, Cod postal 23996;4192812;MINISTERUL CULTURII;;
Bucuresti;4221306;MINISTERUL FINANTELOR;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA APOLODOR, Numar 17, Bloc/Scara , Sector 5, Cod postal 50741;;;;
Bucuresti;4221314;OPERA NATIONALA BUCURESTI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, BULEVARD MIHAIL KOGALNICEANU, Numar 70-72, Bloc/Scara , Sector 5, Cod postal 50108;4192812;MINISTERUL CULTURII;;
Bucuresti;4221357;AGENTIA PENTRU PROTECTIA MEDIULUI BUCURESTI;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA Aleea Lacul Morii, Numar 1, Bloc/Scara , Sector 6, Cod postal 60841;16335444;MINISTERUL MEDIULUI;;
Bucuresti;4265795;CAMERA DEPUTATILOR;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA Izvor, Numar 2-4, Bloc/Scara , Sector 5, Cod postal 50561;;;;
Bucuresti;4265825;GRADINITA NR.205;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE FERENTARI, Numar 2, Bloc/Scara , Sector 5, Cod postal 15858;4433953;SECTORUL 5 AL MUNICIPULUI BUCURESTI;13729380;MINICTERUL EDUCATIEI NATIONALE
Bucuresti;4265841;MINISTERUL JUSTITIEI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA APOLODOR, Numar 17, Bloc/Scara , Sector 5, Cod postal 50741;;;;
Bucuresti;4265850;CURTEA CONSTITUTIONALA A ROMANIEI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 SEPTEMBRIE, Numar 2, Bloc/Scara , Sector 5, Cod postal 50725;;;;
Bucuresti;4265868;UNITATEA MILITARA 02648;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, BULEVARD GEORGE COSBUC, Numar 39-49, Bloc/Scara -, Sector 5, Cod postal 50141;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4265884;Unitatea Militara 01357 Bucuresti;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, BULEVARD Ghencea, Numar 43A, Bloc/Scara , Sector 6, Cod postal 61696;11424532;Ministerul Apararii Nationale;;
Bucuresti;4265892;GRADINITA NR 178;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA IANCU JIANU, Numar 26, Bloc/Scara , Sector 5, Cod postal 51823;4433953;Sectorul 5 al Municipiului Bucuresti;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4265906;CENTRUL NATIONAL DE ARTA TINERIMEA ROMANA;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA JOHANN GUTENBERG, Numar 19, Bloc/Scara , Sector 5, Cod postal 50028;4192812;MINISTERUL CULTURII;;
Bucuresti;4265922;CURTEA DE CONTURI A ROMANIEI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA Lev Tolstoi, Numar 22-24, Bloc/Scara , Sector 1, Cod postal 11948;;;;
Bucuresti;4265949;INSTITUTUL DE FILOZOFIE  SI PSIHOLOGIE AL ACADEMIEI ROMANE CONSTANTIN RADULESCU MOTRU;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 SEPTEMBRIE, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;ACADEMIA ROMANA;;
Bucuresti;4265957;INSTITUTUL DE ISTORIE SI TEORIE LITERARA G.CALINESCU;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 SEPTEMBRIE, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;ACADEMIA ROMANA;;
Bucuresti;4265965;UNITATEA MILITARA 02638;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, DRUM FLOARE DE COLT, Numar 1, Bloc/Scara , Sector 5, Cod postal 151488;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4265990;CENTRUL CLINIC DE BOLI REUMATISMALE DR.ION STOIA BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA THOMAS MASARYK, Numar 5, Bloc/Scara , Sector 2, Cod postal 20983;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4266006;INSTITUTUL NATIONAL DE RECUPERARE MEDICINA FIZICA SI BALNEOCLIMATOLOGIE;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, STRADA Sfantul Dumitru, Numar 2, Bloc/Scara , Sector 3, Cod postal 30079;4266456;MINISTERUL SANATATII;;
Bucuresti;4266049;SPITALUL CLINIC DE BOLI INFECTIOASE SI TROPICALE DR. VICTOR BABES;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, SOSEA MIHAI BRAVU, Numar 281, Bloc/Scara -, Sector 3, Cod postal 30303;4267117;MUNICIPIUL BUCURESTI;;
Bucuresti;4266065;DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR BUCURESTI;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, ALEE Aleea ILIOARA Nr. 16Y Sector 3, Numar 16Y, Bloc/Scara -, Sector 3, Cod postal 32125;16277408;Autoritatea Nationala Sanitara Veterinara si pentru Siguranta Alimentelor Bucuresti;;
Bucuresti;4266073;CENTRUL DE INFORMARE SI DOCUMENTARE ECONOMICA;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 Septembrie, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;ACADEMIA ROMANA;;
Bucuresti;4266081;OFICIUL DE STAT PENTRU INVENTII SI MARCI;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, STRADA ION GHICA, Numar 5, Bloc/Scara , Sector 3, Cod postal 30044;24931499;MINISTERUL ECONOMIEI ANTRPRENORIATULUI SI TURISMULUI;;
Bucuresti;4266103;GRADINITA CIUPERCUTA;Sectorul 4 al Municipiului Bucuresti;Bucuresti, Sectorul 4 al Municipiului Bucuresti, STRADA STOIAN MILITARU, Numar 86-90, Bloc/Scara , Sector , Cod postal 40713;4316422;SECTORUL 4 AL MUNICIPIULUI BUCURESTI;13729380;MINISTERUL EDUCATIEI SI CERCETARII
Bucuresti;4266111;GRADINITA ALBA CA ZAPADA SI PITICII;Sectorul 4 al Municipiului Bucuresti;Bucuresti, Sectorul 4 al Municipiului Bucuresti, INTRARE CRISUL ALB, Numar 30, Bloc/Scara , Sector 4, Cod postal 40729;4316422;SECTOR A AL MUNICIPIULUI BUCURESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4266162;SPITALUL CLINIC DE PSIHIATRIE PROF.DR. AL. OBREGIA;Sectorul 4 al Municipiului Bucuresti;Bucuresti, Sectorul 4 al Municipiului Bucuresti, SOSEA Berceni, Numar 10, Bloc/Scara , Sector 4, Cod postal 41914;4267117;Consiliul General al Municipiului Bucuresti;;
