Judet;CIF Entitate Publica;Denumire Entitate Publica;Denumire UAT pe raza careia isi desfasoara activitatea;Adresa de corespondenta;CIF Ordonator  principal  de credite (1);Denumire ordonator  principal de credite (1);CIF Ordonator  principal  de credite (2);Denumire ordonator  principal de credite (2)
Bucuresti;4266170;CENTRUL EUROPEAN CULTURAL SI DE TINERET PENTRU UNESCO NICOLAE BALCESCU;Sectorul 4 al Municipiului Bucuresti;Bucuresti, Sectorul 4 al Municipiului Bucuresti, STRADA 11  IUNIE, Numar 41, Bloc/Scara , Sector 4, Cod postal 40171;4316422;SECRTOR 4 AL MUNICIPIULUI BUCURESTI;;
Bucuresti;4266189;CONSILIUL NATIONAL AL AUDIOVIZUALULUI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, BULEVARD LIBERTATII, Numar 14, Bloc/Scara , Sector 5, Cod postal 50706;;;;
Bucuresti;4266227;CLUBUL SPORTIV OLIMPIA BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA IANCULUI, Numar 128 A, Bloc/Scara , Sector 2, Cod postal 21729;26604620;MINISTERUL TINERETULUI SI SPORTULUI;;
Bucuresti;4266235;ADMINISTRATIA PIETELOR SECTOR 2;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA ZIDURI MOSI, Numar 4, Bloc/Scara , Sector 2, Cod postal 21204;4204038;PRIMARIA SECTOR 2;;
Bucuresti;4266251;UNITATEA MILITARA 01877;Sectorul 2 al Municipiului Bucuresti;Ilfov, Orasul Pantelimon, SOSEA SOSEAUA DE CENTURA, Numar 220, Bloc/Scara , Sector , Cod postal 21599;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4266260;ADMINISTRATIA DOMENIULUI PUBLIC SECTOR 2;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA ELECTRONICII, Numar 44, Bloc/Scara , Sector 2, Cod postal 23254;4204038;SECTORUL 2 AL MUNICIPIULUI BUCURESTI;;
Bucuresti;4266278;SCOALA PROFESIONALA SPECIALA NR.2;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA PANTELIMON, Numar 299, Bloc/Scara , Sector 2, Cod postal 21618;4204038;PRIMARIA SECTOR 2 BUCURESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4266286;Colegiul National Mihai Viteazul;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, BULEVARD Pache Protopopescu, Numar 62, Bloc/Scara , Sector 2, Cod postal 21414;4204038;Primaria sectorului 2 Bucuresti;13729380;Ministerul Invatamantului
Bucuresti;4266294;LICEUL TEORETIC M.SADOVEANU;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA POPA LAZAR, Numar 8 A, Bloc/Scara , Sector 2, Cod postal 21586;13729380;MINISTERUL EDUCATIEI NATIONALE;4204038;PRIMARIA SECTORULUI 2 BUCURESTI
Bucuresti;4266308;INSTITUTUL NATIONAL PENTRU SANATATEA MAMEI SI COPILULUI ALESSANDRESCU RUSESCU BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, BULEVARD LACUL TEI, Numar 120, Bloc/Scara , Sector 2, Cod postal 20395;4266456;MINISTERUL SANATATII;;
Bucuresti;4266324;ADMINISTRATIA NATIONALA A PENITENCIARELOR;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA Maria Ghiculeasa, Numar 47, Bloc/Scara , Sector 2, Cod postal 23761;4265841;MINISTERUL JUSTITIEI;;
Bucuresti;4266332;LICEUL TEHNOLOGIC ION I.C. BRATIANU;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA POPA LAZAR, Numar 8, Bloc/Scara , Sector 2, Cod postal 21586;4204038;PRIMARIA SECTOR 2 BUCURESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4266340;CLUBUL SPORTIV DINAMO BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, SOSEA STEFAN CEL MARE, Numar 7-9, Bloc/Scara , Sector 2, Cod postal 20121;4267095;MINISTERUL AFACERILOR INTERNE;;
Bucuresti;4266375;COLEGIUL TEHNIC DIMITRIE LEONIDA;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, BULEVARD BASARABIA, Numar 47, Bloc/Scara , Sector 2, Cod postal 22104;4204038;CONSILIUL LOCAL AL SECTORULUI 2;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4266448;AGENTIA NATIONALA DE PRESA AGERPRES;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, PIATA PIATA PRESEI, Numar 1, Bloc/Scara , Sector 1, Cod postal 13701;;;;
Bucuresti;4266456;MINISTERUL SANATATII;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA CRISTIAN POPISTEANU, Numar 1 - 3, Bloc/Scara , Sector 1, Cod postal 10024;;;;
Bucuresti;4266472;ACADEMIA DE POLITIE ALEXANDRU IOAN CUZA;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, ALEE PRIVIGHETORILOR, Numar 1A, Bloc/Scara , Sector 1, Cod postal 14031;4267095;MINISTERUL AFACERILOR INTERNE;;
Bucuresti;4266499;SECRETARIATUL DE STAT PENTRU RECNOASTEREA MERITELOR LUPTATORILOR IMPOTRIVA REGIMULUI COMUNIST INSTAU;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, PIATA PRESEI LIBERE, Numar 1, Bloc/Scara CORP B, Sector 1, Cod postal 13701;;;;
Bucuresti;4266502;AUTORITATEA NATIONALA PENTRU PROTECTIA CONSUMATORILOR;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, BULEVARD AVIATORILOR, Numar 72, Bloc/Scara , Sector 1, Cod postal 11865;24931499;MINISTERUL ECONOMIEI ANTREPRENORIATULUI SI TURISMULUI;;
Bucuresti;4266510;TEATRUL ION CREANGA;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA GEN. CONSTANTIN BUDISTEANU, Numar 24, Bloc/Scara , Sector 1, Cod postal 10775;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4266529;EDITURA ACADEMIEI ROMANE;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 SEPTEMBRIE, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;ACADEMIA  ROMANA;;
Bucuresti;4266545;INSTITUTUL DE ECONOMIE NATIONALA;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE Calea 13 Septembrie, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;ACADEMIA ROMANA;;
Bucuresti;4266561;COLEGIUL NATIONAL SPIRU HARET;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA ITALIANA, Numar 17, Bloc/Scara , Sector 2, Cod postal 20974;4204038;SECTORUL 2 AL MUNICIPIULUI BUCURESTI;13729380;MINISTERUL EDUCATIEI SI CERCETARII
Bucuresti;4266570;UNIVERSITATEA TEHNICA DE CONSTRUCTII BUCURESTI;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, BULEVARD LACUL TEI, Numar 122-124, Bloc/Scara ----, Sector 2, Cod postal 20796;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Bucuresti;4266588;COLEGIUL ECONOMIC HERMES;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, CALE Mosilor, Numar 152, Bloc/Scara -, Sector 2, Cod postal 20882;4204038;PRIMARIA SECTOR 2;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4266618;GRADINITA NR 135;Sectorul 2 al Municipiului Bucuresti;Bucuresti, Sectorul 2 al Municipiului Bucuresti, STRADA MASINA DE PAINE, Numar 65, Bloc/Scara , Sector 2, Cod postal 21127;4204038;PRIMARIA SECTOR 2;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4266634;TEATRUL C. I. NOTTARA;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, BULEVARD GENERAL GHEORGHE MAGHERU, Numar 20, Bloc/Scara , Sector 1, Cod postal 10334;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4266642;CLUBUL SPORTURILOR TEHNICO APLICATIVE BUCURESTI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA ALEEA MATELOTILOR, Numar 1, Bloc/Scara , Sector 1, Cod postal 137106;26604620;MINISTERUL TINERETULUI SI SPORTULUI;;
Bucuresti;4266669;MINISTERUL MUNCII SI PROTECTIEI SOCIALE;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA DEM. I. DOBRESCU, Numar 2-4, Bloc/Scara , Sector 1, Cod postal 10026;;;;
Bucuresti;4266677;INSTITUTUL NATIONAL PENTRU STUDIUL TOTALITARISMULUI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA ARH. GRIGORE CERCHEZ, Numar 16, Bloc/Scara , Sector 1, Cod postal 11876;4192472;ACADEMIA ROMANA;;
Bucuresti;4266685;INSTITUTUL DE ECONOMIE AGRARA  I N C E;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 Septembrie, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;ACADEMIA ROMANA;;
Bucuresti;4266693;CENTRUL METROPOLITAN DE EDUCATIE SI CULTURA IOAN I DALLES;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, BULEVARD NICOLAE BALCESCU, Numar 18, Bloc/Scara , Sector 1, Cod postal 10052;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4266715;LICEUL DE ARTE PLASTICE NICOLAE TONITZA;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA HENRI MATHIAS BERTHELOT, Numar 56-58, Bloc/Scara , Sector 1, Cod postal 10171;4505359;PRIMARIA SECTORULUI 1;13729380;MINISTERUL EDUCATIEI
Bucuresti;4266766;FILARMONICA GEORGE  ENESCU;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA FRANKLIN, Numar 1-3, Bloc/Scara , Sector 1, Cod postal 10287;4192812;MINISTERUL CULTURII;;
Bucuresti;4266804;INSTITUTUL DE ARHEOLOGIE VASILE PARVAN;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA Henri Coanda, Numar 11, Bloc/Scara , Sector 1, Cod postal 10667;4192472;ACADEMIA ROMANA;;
Bucuresti;4266812;Unitatea Militara 02532 Bucuresti;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, BULEVARD BULEVARDUL UNIRII, Numar 57, Bloc/Scara 3, Sector 3, Cod postal 30827;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4266820;UNITATEA MILITARA NR.02439;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA INSTITUTUL MEDICO MILITAR, Numar 3-5, Bloc/Scara , Sector 1, Cod postal 10919;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4266839;UNITATEA MILITARA 02122 BUCURESTI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA Institutul Medico-Militar, Numar 3-5, Bloc/Scara , Sector 1, Cod postal 100919;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4266863;MINISTERUL AFACERILOR EXTERNE;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, ALEE Modrogan, Numar 14, Bloc/Scara , Sector 1, Cod postal 11826;;;;
Bucuresti;4266880;STUDIOUL VIDEO ART;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, PIATA PIATA PRESEI, Numar 1, Bloc/Scara A, Sector 1, Cod postal 13701;4192812;MINISTERUL CULTURII;;
Bucuresti;4266901;CENTRUL DE CREATIE ARTA SI TRADITIE AL MUNICIPIULUI BUCURESTI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, PIATA ALEXANDRU LAHOVARI, Numar 7, Bloc/Scara , Sector 1, Cod postal 10464;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4266944;AEROCLUBUL ROMANIEI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, BULEVARD LASCAR CATARGIU, Numar 54, Bloc/Scara , Sector 1, Cod postal 10673;13633330;MINISTERUL TRANSPORTURILOR INFRASTRUCTURII SI COMUNICATIILOR;;
Bucuresti;4266987;UNITATEA MILITARA 01829 BUCURESTI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA PADINA, Numar 41-49, Bloc/Scara , Sector 1, Cod postal 14032;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4266995;OFICIUL ROMAN PENTRU DREPTURILE DE AUTOR;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, CALE CALEA VICTORIEI, Numar 118, Bloc/Scara , Sector 1, Cod postal 10093;4192812;MINISTERUL CULTURII;;
Bucuresti;4267028;UNITATEA MILITARA 02587 BUCURESTI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA MIRCEA VULCANESCU, Numar 88, Bloc/Scara , Sector 1, Cod postal 10825;11424532;U.M. 02544 BUCURESTI;;
Bucuresti;4267036;TEATRUL MIC;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA CONSTANTIN MILLE, Numar 16, Bloc/Scara , Sector 1, Cod postal 10142;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4267044;OFICIUL CENTRAL  STOCARE PT. SITUATII SPECIALE BUCURESTI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, BULEVARD Maresal Averescu, Numar 3, Bloc/Scara -, Sector 1, Cod postal 11454;4266456;MINISTERUL SANATATII;;
Bucuresti;4267052;UNIVERSITATEA NATIONALA DE APARARE CAROL I;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, SOSEA PANDURI, Numar 68-72, Bloc/Scara , Sector 5, Cod postal 50662;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4267060;DIRECTIA ASIGURARE LOGISTICA INTEGRATA;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, PIATA REVOLUTIEI, Numar 1A, Bloc/Scara , Sector 1, Cod postal 10086;4267095;MINISTERUL AFACERILOR INTERNE;;
Bucuresti;4267079;CENTRUL MEDICAL DE DIAGNOSTIC SI TRATAMENT AMBULATORIU DR. N.KRETZULESCU;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA MIHAI VODA, Numar 17, Bloc/Scara , Sector 5, Cod postal 50042;4267095;MINISTERUL AFACERILOR INTERNE;;
Bucuresti;4267095;MINISTERUL AFACERILOR INTERNE;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA EFORIEI, Numar 3, Bloc/Scara , Sector 5, Cod postal 50037;;;;
Bucuresti;4267117;MUNICIPIUL BUCURESTI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, BULEVARD REGINA ELISABETA, Numar 47, Bloc/Scara , Sector 5, Cod postal 50013;;;;
Bucuresti;4267125;INSTITUTIA PREFECTULUI MUNICIPIULUI BUCURESTI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, PIATA Presei Libere, Numar 1, Bloc/Scara , Sector 1, Cod postal 13701;4267095;Ministerul Afacerilor Interne;;
Bucuresti;4267150;INSTITUTUL DE CERCETARE A CALITATII VIETII;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 Septembrie, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;Academia Romana;;
Bucuresti;4267176;INSTITUTUL DE CHIMIE FIZICA ILIE MURGULESCU;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, SPLAI Splaiul Indpendentei 202, Numar 202, Bloc/Scara , Sector 6, Cod postal 60021;4192472;ACADEMIA ROMANA;;
Bucuresti;4267184;CLUB SPORTIV UNIVERSITATEA NATIONALA DE EDUCATIE FIZICA SI SPORT;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA CONSTANTIN NOICA, Numar 140, Bloc/Scara , Sector 6, Cod postal 60057;13729380;MINISTERUL EDUCATIEI;;
Bucuresti;4267192;Universitatea Nationala de Educatie Fizica si Sport Bucuresti;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA Constantin Noica, Numar 140, Bloc/Scara , Sector 6, Cod postal 60057;13729380;MINISTERUL EDUCATIEI;;
Bucuresti;4267206;GRADINITA NR 272;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, BULEVARD TIMISOARA, Numar 39, Bloc/Scara , Sector 6, Cod postal 61332;4340730;PRIMARIA SECTORULUI 6;13729380;MINISTERUL EDUCATIEI NATIONALE
Bucuresti;4267214;INSTITUTUL PENTRU CONTROLUL PRODUSELOR BIOLOGICE SI MEDICAMENTELOR DE UZ VETERINAR;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA DUDULUI, Numar 39, Bloc/Scara , Sector 6, Cod postal 60603;16277408;AUTORITATEA NATIONALA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR;;
Bucuresti;4267230;SERVICIUL DE TELECOMUNICATII SPECIALE;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA SPLAIUL INDEPENDENTEI, Numar 323 A, Bloc/Scara , Sector 6, Cod postal 60044;;;;
Bucuresti;4267257;SPITALUL CLINIC NR. 1 CF WITTING;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, CALE PLEVNEI, Numar 142-144, Bloc/Scara , Sector 6, Cod postal 10243;13633330;MINISTERUL TRANSPORTURILOR INFRASTRUCTURII SI COMUNICATIILOR;;
Bucuresti;4267265;SPITALUL CLINIC DE CHIRURGIE ORO-MAXILO-FACIALA PROF.DR.DAN THEODORESCU;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, CALE PLEVNEI, Numar 17-21, Bloc/Scara , Sector 1, Cod postal 10232;4267117;PRIMARIA MUNICIPIULUI BUCURESTI;;
Bucuresti;4267281;CLUBUL SPORTIV AL ARMATEI STEAUA BUCURESTI - U.M. 02301;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, BULEVARD GHENCEA, Numar 35, Bloc/Scara , Sector 6, Cod postal 77102;11424532;MINISTERUL APARARII NATIONALE - DIRECTIA FINANCIAR CONTABILA;;
Bucuresti;4267290;U.M.0999 BUCURESTI;Sectorul 6 al Municipiului Bucuresti;Ilfov, Comuna Chiajna, STRADA 1DECEMBRIE, Numar 2-4, Bloc/Scara , Sector , Cod postal 77042;4267095;MINISTERUL AFACERILOR INTERNE;;
Bucuresti;4267303;COLEGIUL TEHNIC GH. ASACHI;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA ALEEA PRAVAT, Numar 24, Bloc/Scara , Sector 6, Cod postal 61946;4340730;PRIMARIA SECTOR 6;13729380;MINISTERUL EDUCATIEI  NATIONALE
Bucuresti;4267311;COLEGIUL TEHNIC PETRU MAIOR;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, BULEVARD TIMISOARA, Numar 6, Bloc/Scara , Sector 6, Cod postal 61328;13729380;MINISTERUL EDUCATIEI NATIONALE;4340730;PRIMARIA SECTOR 6 BUCURESTI
Bucuresti;4283163;AUTORITATEA FEROVIARA ROMANA;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA CALEA GRIVITEI, Numar 393, Bloc/Scara , Sector 1, Cod postal 10719;13633330;MINISTERUL TRANSPORTURILOR INFRASTRUCTURII SI COMUNICATIILOR;;
Bucuresti;4283244;COLEGIUL TEHNIC MECANIC GRIVITA;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, CALE GRIVITEI, Numar 363, Bloc/Scara , Sector 1, Cod postal 10718;13729380;MINISTERUL EDUCATIEI NATIONALE;4505359;PRIMARIA SECTORULUI 1 BUCURESTI
Bucuresti;4283287;CENTRUL MEDICAL DE DIAGNOSTIC SI TRATAMENT AMBULATORIU ACADEMICIAN STEFAN MILCU;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA GRIGORE COBALCESCU, Numar 26, Bloc/Scara , Sector 1, Cod postal 10195;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4283325;CENTRUL MEDICAL DE DIAGNOSTIC TRATAMENT AMBULATORIU SI MEDICINA PREVENTIVA - BUCURESTI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA WASHINGTON, Numar 8-10, Bloc/Scara , Sector 1, Cod postal 11792;4192472;ACADEMIA ROMANA;;
Bucuresti;4283333;INSTITUTUL NATIONAL DE GERONTOLOGIE SI GERIATRIE ANA ASLAN;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, STRADA Manastirea Caldarusani, Numar 9, Bloc/Scara , Sector 1, Cod postal 78178;4266456;Ministerul Sanatatii;;
Bucuresti;4283341;Institutul de Statistic? Matematic? ?i Matematic? Aplicat?            �Gheorghe Mihoc �Caius Iacob�;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 SEPTEMBRIE, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;ACADEMIA ROMANA;;
Bucuresti;4283368;INSTITUT PROGNOZA ECONOMICA;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE CALEA 13 SEPTEMBRIE, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;ACADEMIA ROMANA;;
Bucuresti;4283376;BIROUL ROMAN DE METROLOGIE LEGALA;Sectorul 4 al Municipiului Bucuresti;Bucuresti, Sectorul 4 al Municipiului Bucuresti, SOSEA Soseua Vitan Baezesti, Numar 11, Bloc/Scara -, Sector 4, Cod postal 42122;24931499;Ministerul Economiei Energiei si Mediului de Afaceri;;
Bucuresti;4283414;BIBLIOTECA ACADEMIEI ROMANE;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, CALE VICTORIEI, Numar 125, Bloc/Scara , Sector 1, Cod postal 10071;4192472;ACADEMIA ROMANA;;
Bucuresti;4283422;SECRETARIATUL GENERAL AL GUVERNULUI;Sectorul 1 al Municipiului Bucuresti;Bucuresti, Sectorul 1 al Municipiului Bucuresti, PIATA VICTORIEI, Numar 1, Bloc/Scara , Sector 1, Cod postal 11791;;;;
Bucuresti;4283430;REVISTA ACADEMICA;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, CALE 13 SEPTEMBRIE, Numar 13, Bloc/Scara , Sector 5, Cod postal 50711;4192472;ACADEMIA ROMANA;;
Bucuresti;4283465;COLEGIUL TEHNIC DE POSTA SI TELECOMUNICATII GHEORGHE AIRINEI;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, STRADA ROMANCIERILOR, Numar 1, Bloc/Scara , Sector 6, Cod postal 61791;13729380;MINISTERUL EDUCATIEI NATIONALE;4340730;PRIMARIA SECTOR 6
Bucuresti;4283538;SPITALUL CLINIC PROF.DR.TH.BURGHELE;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, SOSEA PANDURI, Numar 20, Bloc/Scara , Sector 5, Cod postal 50659;4267117;CONSILIUL GENERAL AL MUNICIPIULUI BUCURESTI;;
Bucuresti;4283546;Unitatea Militara 01704 BUCURESTI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, SOSEA Bucuresti - Magurele, Numar 33, Bloc/Scara , Sector 5, Cod postal 51432;11424532;Ministerul Apararii Nationale;;
Bucuresti;4283562;UNITATEA MILITARA 01308;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, STRADA TEIUS, Numar 108-110, Bloc/Scara , Sector 5, Cod postal 51394;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4283570;SPITALUL UNIVERSITAR DE URGENTA BUCURESTI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, SPLAI INDEPENDENTEI, Numar 169, Bloc/Scara , Sector 5, Cod postal 50078;4266456;MINISTERUL SANATATII;;
Bucuresti;4283589;DIRECTIA REGIONALA DE STATISTICA A MUNICIPIULUI BUCURESTI;Sectorul 3 al Municipiului Bucuresti;Bucuresti, Sectorul 3 al Municipiului Bucuresti, BULEVARD CAROL I, Numar 12, Bloc/Scara , Sector 3, Cod postal 30164;4283422;SECRETARIATUL GENERAL AL GUVERNULUI;;
Bucuresti;4283627;UNITATEA MILITARA 01656 BUCURESTI;Sectorul 5 al Municipiului Bucuresti;Bucuresti, Sectorul 5 al Municipiului Bucuresti, SOSEA SOSEAUA BUCURESTI MAGURELE, Numar 33, Bloc/Scara , Sector 5, Cod postal 51432;11424532;MINISTERUL APARARII NATIONALE;;
Bucuresti;4283635;SERVICIUL DE PROTECTIE SI PAZA - UM 0149F BUCURESTI;Sectorul 6 al Municipiului Bucuresti;Bucuresti, Sectorul 6 al Municipiului Bucuresti, BULEVARD GENIULUI, Numar 42B, Bloc/Scara , Sector 6, Cod postal 60117;;;;
